year,Month,Day,extent
1979,7,15,10.4010197907150
1979,7,17,10.2560197907170
1979,7,19,9.9270197907190
1979,7,21,9.9190197907210
1979,7,23,9.6680197907230
1979,7,25,9.6140197907250
1979,7,27,9.5560197907270
1979,7,29,9.3420197907290
1979,7,31,9.2230197907310
1979,8,2,9.0197908020
1979,8,4,8.8590197908040
1979,8,6,8.7440197908060
1979,8,8,8.610197908080
1979,8,10,8.3280197908100
1979,8,12,8.2840197908120
1979,8,14,8.1380197908140
1979,8,16,7.9710197908160
1979,8,18,7.8110197908180
1979,8,20,7.6590197908200
1979,8,22,7.5660197908220
1979,8,24,7.5770197908240
1979,8,26,7.4210197908260
1979,8,28,7.3640197908280
1979,8,30,7.2840197908300
1979,9,1,7.2280197909010
1979,9,3,7.1470197909030
1979,9,5,7.0370197909050
1979,9,7,7.0750197909070
1979,9,9,7.0920197909090
1979,9,11,6.9810197909110
1979,9,13,7.0030197909130
1979,9,15,7.0070197909150
1979,9,17,7.0010197909170
1979,9,19,6.910197909190
1979,9,21,6.8950197909210
1979,9,23,7.0330197909230
1979,9,25,7.0580197909250
1979,9,27,7.1270197909270
1979,9,29,7.1730197909290
1979,10,1,7.4040197910010
1979,10,3,7.5340197910030
1979,10,5,7.8130197910050
1979,10,7,7.8780197910070
1979,10,9,8.1150197910090
1979,10,11,8.1360197910110
1979,10,13,8.3380197910130
1979,10,15,8.570197910150
1979,10,17,8.9380197910170
1979,10,19,9.190197910190
1979,10,21,9.2950197910210
1979,10,23,9.4660197910230
1979,10,25,9.70197910250
1979,10,27,9.8690197910270
1979,10,29,9.7970197910290
1979,10,31,9.9240197910310
1979,11,2,10.1440197911020
1979,11,4,10.1590197911040
1979,11,6,10.2670197911060
1979,11,8,10.270197911080
1979,11,10,10.4970197911100
1979,11,12,10.610197911120
1979,11,14,10.80197911140
1979,11,16,10.920197911160
1979,11,18,11.010197911180
1979,11,20,11.1570197911200
1979,11,22,11.3520197911220
1979,11,24,11.4190197911240
1979,11,26,11.5810197911260
1979,11,28,11.8840197911280
1979,11,30,12.0760197911300
1979,12,2,12.390197912020
1979,12,4,12.4620197912040
1979,12,6,12.7810197912060
1979,12,8,12.9910197912080
1979,12,10,13.1010197912100
1979,12,12,13.2920197912120
1979,12,14,13.2680197912140
1979,12,16,13.3220197912160
1979,12,18,13.3770197912180
1979,12,20,13.5410197912200
1979,12,22,13.6190197912220
1979,12,24,13.7730197912240
1979,12,26,13.9340197912260
1979,12,28,14.1010197912280
1979,12,30,14.0920197912300
1981,1,1,14.256001010
1981,1,3,14.456001030
1981,1,5,14.435001050
1981,1,7,14.689001070
1981,1,9,14.619001090
1981,1,11,14.69001110
1981,1,13,14.649001130
1981,1,15,14.748001150
1981,1,17,14.998001170
1981,1,19,15.066001190
1981,1,21,15.055001210
1981,1,23,15.17001230
1981,1,25,15.244001250
1981,1,27,15.35001270
1981,1,29,15.503001290
1981,1,31,15.627001310
1981,2,2,15.646002020
1981,2,4,15.663002040
1981,2,6,15.629002060
1981,2,8,15.541002080
1981,2,10,15.44002100
1981,2,12,15.474002120
1981,2,14,15.482002140
1981,2,16,15.575002160
1981,2,18,15.592002180
1981,2,20,15.731002200
1981,2,22,15.654002220
1981,2,24,15.706002240
1981,2,26,15.667002260
1981,2,28,15.657002280
1981,3,2,15.628003020
1981,3,4,15.726003040
1981,3,6,15.646003060
1981,3,8,15.644003080
1981,3,10,15.733003100
1981,3,12,15.657003120
1981,3,14,15.801003140
1981,3,16,15.771003160
1981,3,18,15.528003180
1981,3,20,15.621003200
1981,3,22,15.535003220
1981,3,24,15.559003240
1981,3,26,15.626003260
1981,3,28,15.517003280
1981,3,30,15.481003300
1981,4,1,15.44004010
1981,4,3,15.221004030
1981,4,5,15.224004050
1981,4,7,15.242004070
1981,4,9,15.202004090
1981,4,11,15.135004110
1981,4,13,15.11004130
1981,4,15,15.086004150
1981,4,17,14.983004170
1981,4,19,14.95004190
1981,4,21,14.92004210
1981,4,23,14.844004230
1981,4,25,14.714004250
1981,4,27,14.564004270
1981,4,29,14.514004290
1981,5,1,14.272005010
1981,5,3,14.285005030
1981,5,5,14.249005050
1981,5,7,14.077005070
1981,5,9,14.083005090
1981,5,11,14.072005110
1981,5,13,14.025005130
1981,5,15,13.928005150
1981,5,17,13.843005170
1981,5,19,13.752005190
1981,5,21,13.568005210
1981,5,23,13.464005230
1981,5,25,13.378005250
1981,5,27,13.333005270
1981,5,29,13.275005290
1981,5,31,13.222005310
1981,6,2,13.059006020
1981,6,4,13.002006040
1981,6,6,12.954006060
1981,6,8,12.863006080
1981,6,10,12.721006100
1981,6,12,12.652006120
1981,6,14,12.487006140
1981,6,16,12.465006160
1981,6,18,12.364006180
1981,6,20,12.216006200
1981,6,22,12.064006220
1981,6,24,12.003006240
1981,6,26,12.013006260
1981,6,28,11.796006280
1981,6,30,11.787006300
1981,7,2,11.428007020
1981,7,4,11.33007040
1981,7,6,11.181007060
1981,7,8,11.022007080
1981,7,10,10.894007100
1981,7,12,10.691007120
1981,7,14,10.643007140
1981,7,16,10.354007160
1981,7,18,10.127007180
1981,7,20,9.826007200
1981,7,22,9.788007220
1981,7,24,9.538007240
1981,7,26,9.22007260
1981,7,28,9.106007280
1981,7,30,8.917007300
1981,8,1,8.733008010
1981,8,3,8.587008030
1981,8,5,8.326008050
1981,8,7,8.176008070
1981,8,9,8.008090
1981,8,11,7.917008110
1981,8,13,7.883008130
1981,8,15,7.804008150
1981,8,17,7.724008170
1981,8,19,7.667008190
1981,8,21,7.593008210
1981,8,23,7.53008230
1981,8,25,7.495008250
1981,8,27,7.408008270
1981,8,29,7.296008290
1981,8,31,7.37008310
1981,9,2,7.203009020
1981,9,4,7.162009040
1981,9,6,6.992009060
1981,9,8,7.046009080
1981,9,10,6.902009100
1981,9,12,6.904009120
1981,9,14,6.952009140
1981,9,16,6.951009160
1981,9,18,7.002009180
1981,9,20,7.053009200
1981,9,22,7.231009220
1981,9,24,7.261009240
1981,9,26,7.303009260
1981,9,28,7.489009280
1981,9,30,7.626009300
1981,10,2,7.987010020
1981,10,4,8.087010040
1981,10,6,8.151010060
1981,10,8,8.354010080
1981,10,10,8.416010100
1981,10,12,8.63010120
1981,10,14,8.904010140
1981,10,16,9.037010160
1981,10,18,9.062010180
1981,10,20,9.134010200
1981,10,22,9.096010220
1981,10,24,9.233010240
1981,10,26,9.425010260
1981,10,28,9.609010280
1981,10,30,9.719010300
1981,11,1,9.905011010
1981,11,3,9.929011030
1981,11,5,10.337011050
1981,11,7,10.518011070
1981,11,9,10.51011090
1981,11,11,10.631011110
1981,11,13,10.908011130
1981,11,15,10.965011150
1981,11,17,11.197011170
1981,11,19,11.177011190
1981,11,21,11.273011210
1981,11,23,11.417011230
1981,11,25,11.611011250
1981,11,27,11.675011270
1981,11,29,11.882011290
1981,12,1,11.99012010
1981,12,3,12.336012030
1981,12,5,12.507012050
1981,12,7,12.698012070
1981,12,9,12.816012090
1981,12,11,12.948012110
1981,12,13,13.217012130
1981,12,15,13.418012150
1981,12,17,13.635012170
1981,12,19,13.802012190
1981,12,21,13.893012210
1981,12,23,13.877012230
1981,12,25,14.016012250
1981,12,27,13.953012270
1981,12,29,14.128012290
1981,12,31,14.224012310
1982,1,2,14.479001020
1982,1,4,14.642001040
1982,1,6,14.88001060
1982,1,8,14.993001080
1982,1,10,15.052001100
1982,1,12,15.141001120
1982,1,14,15.138001140
1982,1,16,15.22001160
1982,1,18,15.227001180
1982,1,20,15.208001200
1982,1,22,15.283001220
1982,1,24,15.391001240
1982,1,26,15.547001260
1982,1,28,15.695001280
1982,1,30,15.755001300
1982,2,1,15.836002010
1982,2,3,15.841002030
1982,2,5,15.85002050
1982,2,7,15.797002070
1982,2,9,15.829002090
1982,2,11,15.748002110
1982,2,13,15.854002130
1982,2,15,15.857002150
1982,2,17,16.058002170
1982,2,19,16.087002190
1982,2,21,16.094002210
1982,2,23,16.143002230
1982,2,25,16.31002250
1982,2,27,16.325002270
1982,3,1,16.234003010
1982,3,3,16.293003030
1982,3,5,16.315003050
1982,3,7,16.309003070
1982,3,9,16.123003090
1982,3,11,16.099003110
1982,3,13,16.005003130
1982,3,15,15.955003150
1982,3,17,15.905003170
1982,3,19,15.938003190
1982,3,21,15.911003210
1982,3,23,15.898003230
1982,3,25,15.929003250
1982,3,27,15.875003270
1982,3,29,15.931003290
1982,3,31,15.982003310
1982,4,2,15.945004020
1982,4,4,15.943004040
1982,4,6,15.859004060
1982,4,8,15.581004080
1982,4,10,15.577004100
1982,4,12,15.491004120
1982,4,14,15.627004140
1982,4,16,15.528004160
1982,4,18,15.448004180
1982,4,20,15.387004200
1982,4,22,15.276004220
1982,4,24,15.135004240
1982,4,26,15.105004260
1982,4,28,15.091004280
1982,4,30,14.997004300
1982,5,2,14.786005020
1982,5,4,14.679005040
1982,5,6,14.511005060
1982,5,8,14.319005080
1982,5,10,14.222005100
1982,5,12,14.137005120
1982,5,14,14.083005140
1982,5,16,14.003005160
1982,5,18,13.853005180
1982,5,20,13.653005200
1982,5,22,13.576005220
1982,5,24,13.583005240
1982,5,26,13.543005260
1982,5,28,13.38005280
1982,5,30,13.27005300
1982,6,1,13.091006010
1982,6,3,12.99006030
1982,6,5,12.874006050
1982,6,7,12.834006070
1982,6,9,12.75006090
1982,6,11,12.709006110
1982,6,13,12.678006130
1982,6,15,12.652006150
1982,6,17,12.476006170
1982,6,19,12.317006190
1982,6,21,12.145006210
1982,6,23,12.079006230
1982,6,25,11.918006250
1982,6,27,11.868006270
1982,6,29,11.76006290
1982,7,1,11.425007010
1982,7,3,11.442007030
1982,7,5,11.344007050
1982,7,7,11.165007070
1982,7,9,11.043007090
1982,7,11,10.816007110
1982,7,13,10.664007130
1982,7,15,10.436007150
1982,7,17,10.264007170
1982,7,19,10.179007190
1982,7,21,10.022007210
1982,7,23,9.782007230
1982,7,25,9.638007250
1982,7,27,9.417007270
1982,7,29,9.22007290
1982,7,31,9.016007310
1982,8,2,8.939008020
1982,8,4,8.746008040
1982,8,6,8.672008060
1982,8,8,8.45008080
1982,8,10,8.437008100
1982,8,12,8.366008120
1982,8,14,8.152008140
1982,8,16,8.008008160
1982,8,18,8.027008180
1982,8,20,7.915008200
1982,8,22,7.79008220
1982,8,24,7.759008240
1982,8,26,7.7008260
1982,8,28,7.582008280
1982,8,30,7.55008300
1982,9,1,7.404009010
1982,9,3,7.248009030
1982,9,5,7.233009050
1982,9,7,7.182009070
1982,9,9,7.18009090
1982,9,11,7.173009110
1982,9,13,7.16009130
1982,9,15,7.196009150
1982,9,17,7.197009170
1982,9,19,7.224009190
1982,9,21,7.329009210
1982,9,23,7.422009230
1982,9,25,7.417009250
1982,9,27,7.495009270
1982,9,29,7.666009290
1982,10,1,7.768010010
1982,10,3,8.016010030
1982,10,5,8.184010050
1982,10,7,8.331010070
1982,10,9,8.875010090
1982,10,11,9.179010110
1982,10,13,9.429010130
1982,10,15,9.608010150
1982,10,17,9.797010170
1982,10,19,9.836010190
1982,10,21,9.847010210
1982,10,23,10.067010230
1982,10,25,10.198010250
1982,10,27,10.423010270
1982,10,29,10.564010290
1982,10,31,10.615010310
1982,11,2,10.817011020
1982,11,4,10.893011040
1982,11,6,11.131011060
1982,11,8,11.03011080
1982,11,10,11.203011100
1982,11,12,11.348011120
1982,11,14,11.573011140
1982,11,16,11.792011160
1982,11,18,11.774011180
1982,11,20,11.698011200
1982,11,22,11.854011220
1982,11,24,11.929011240
1982,11,26,12.192011260
1982,11,28,12.483011280
1982,11,30,12.695011300
1982,12,2,12.822012020
1982,12,4,12.866012040
1982,12,6,12.963012060
1982,12,8,13.223012080
1982,12,10,13.351012100
1982,12,12,13.503012120
1982,12,14,13.606012140
1982,12,16,13.84012160
1982,12,18,13.895012180
1982,12,20,14.016012200
1982,12,22,13.963012220
1982,12,24,14.093012240
1982,12,26,14.183012260
1982,12,28,14.144012280
1982,12,30,14.159012300
1983,1,1,14.253001010
1983,1,3,14.306001030
1983,1,5,14.494001050
1983,1,7,14.467001070
1983,1,9,14.615001090
1983,1,11,14.648001110
1983,1,13,14.622001130
1983,1,15,14.916001150
1983,1,17,15.014001170
1983,1,19,15.052001190
1983,1,21,15.314001210
1983,1,23,15.396001230
1983,1,25,15.347001250
1983,1,27,15.401001270
1983,1,29,15.554001290
1983,1,31,15.68001310
1983,2,2,15.737002020
1983,2,4,15.719002040
1983,2,6,15.695002060
1983,2,8,15.822002080
1983,2,10,15.791002100
1983,2,12,15.999002120
1983,2,14,16.056002140
1983,2,16,15.971002160
1983,2,18,16.056002180
1983,2,20,16.167002200
1983,2,22,16.238002220
1983,2,24,16.28002240
1983,2,26,16.352002260
1983,2,28,16.203002280
1983,3,2,16.049003020
1983,3,4,15.958003040
1983,3,6,15.971003060
1983,3,8,16.101003080
1983,3,10,16.172003100
1983,3,12,16.349003120
1983,3,14,16.412003140
1983,3,16,16.214003160
1983,3,18,16.069003180
1983,3,20,16.212003200
1983,3,22,16.057003220
1983,3,24,15.976003240
1983,3,26,15.964003260
1983,3,28,15.926003280
1983,3,30,15.849003300
1983,4,1,15.886004010
1983,4,3,15.914004030
1983,4,5,15.734004050
1983,4,7,15.706004070
1983,4,9,15.528004090
1983,4,11,15.574004110
1983,4,13,15.317004130
1983,4,15,15.145004150
1983,4,17,15.063004170
1983,4,19,14.839004190
1983,4,21,14.819004210
1983,4,23,14.695004230
1983,4,25,14.553004250
1983,4,27,14.442004270
1983,4,29,14.366004290
1983,5,1,14.045005010
1983,5,3,13.929005030
1983,5,5,13.935005050
1983,5,7,13.787005070
1983,5,9,13.703005090
1983,5,11,13.64005110
1983,5,13,13.587005130
1983,5,15,13.502005150
1983,5,17,13.433005170
1983,5,19,13.319005190
1983,5,21,13.313005210
1983,5,23,13.27005230
1983,5,25,13.209005250
1983,5,27,13.132005270
1983,5,29,13.052005290
1983,5,31,13.005005310
1983,6,2,12.837006020
1983,6,4,12.764006040
1983,6,6,12.69006060
1983,6,8,12.59006080
1983,6,10,12.54006100
1983,6,12,12.412006120
1983,6,14,12.311006140
1983,6,16,12.276006160
1983,6,18,12.146006180
1983,6,20,12.16006200
1983,6,22,12.111006220
1983,6,24,11.965006240
1983,6,26,11.989006260
1983,6,28,11.896006280
1983,6,30,11.748006300
1983,7,2,11.515007020
1983,7,4,11.398007040
1983,7,6,11.261007060
1983,7,8,11.233007080
1983,7,10,11.108007100
1983,7,12,11.088007120
1983,7,14,10.913007140
1983,7,16,10.767007160
1983,7,18,10.491007180
1983,7,20,10.214007200
1983,7,22,10.076007220
1983,7,24,9.911007240
1983,7,26,9.655007260
1983,7,28,9.56007280
1983,7,30,9.364007300
1983,8,1,9.224008010
1983,8,3,9.046008030
1983,8,5,8.935008050
1983,8,7,8.731008070
1983,8,9,8.638008090
1983,8,11,8.46008110
1983,8,13,8.32008130
1983,8,15,8.073008150
1983,8,17,7.948008170
1983,8,19,7.899008190
1983,8,21,7.903008210
1983,8,23,7.777008230
1983,8,25,7.639008250
1983,8,27,7.534008270
1983,8,29,7.445008290
1983,8,31,7.402008310
1983,9,2,7.321009020
1983,9,4,7.314009040
1983,9,6,7.243009060
1983,9,8,7.204009080
1983,9,10,7.238009100
1983,9,12,7.305009120
1983,9,14,7.246009140
1983,9,16,7.261009160
1983,9,18,7.322009180
1983,9,20,7.499009200
1983,9,22,7.412009220
1983,9,24,7.425009240
1983,9,26,7.519009260
1983,9,28,7.731009280
1983,9,30,7.879009300
1983,10,2,8.143010020
1983,10,4,8.38010040
1983,10,6,8.638010060
1983,10,8,8.774010080
1983,10,10,8.943010100
1983,10,12,9.123010120
1983,10,14,9.205010140
1983,10,16,9.453010160
1983,10,18,9.585010180
1983,10,20,9.673010200
1983,10,22,9.878010220
1983,10,24,10.085010240
1983,10,26,9.558010260
1983,10,28,10.259010280
1983,10,30,10.314010300
1983,11,1,10.549011010
1983,11,3,10.737011030
1983,11,5,10.883011050
1983,11,7,10.84011070
1983,11,9,10.956011090
1983,11,11,11.172011110
1983,11,13,11.322011130
1983,11,15,11.473011150
1983,11,17,11.635011170
1983,11,19,11.802011190
1983,11,21,11.9011210
1983,11,23,11.934011230
1983,11,25,12.167011250
1983,11,27,12.208011270
1983,11,29,12.337011290
1983,12,1,12.769012010
1983,12,3,12.664012030
1983,12,5,12.877012050
1983,12,7,13.042012070
1983,12,9,13.043012090
1983,12,11,13.192012110
1983,12,13,13.344012130
1983,12,15,13.366012150
1983,12,17,13.325012170
1983,12,19,13.322012190
1983,12,21,13.326012210
1983,12,23,13.539012230
1983,12,25,13.54012250
1983,12,27,13.664012270
1983,12,29,13.855012290
1983,12,31,13.907012310
1985,1,2,14.045001020
1985,1,4,14.24001040
1985,1,6,14.406001060
1985,1,8,14.432001080
1985,1,10,14.455001100
1985,1,12,14.584001120
1985,1,14,14.568001140
1985,1,16,14.71001160
1985,1,18,14.88001180
1985,1,20,14.906001200
1985,1,22,14.945001220
1985,1,24,15.036001240
1985,1,26,15.186001260
1985,1,28,15.313001280
1985,1,30,15.167001300
1985,2,1,15.252002010
1985,2,3,15.298002030
1985,2,5,15.445002050
1985,2,7,15.441002070
1985,2,9,15.549002090
1985,2,11,15.447002110
1985,2,13,15.448002130
1985,2,15,15.554002150
1985,2,17,15.473002170
1985,2,19,15.368002190
1985,2,21,15.498002210
1985,2,23,15.447002230
1985,2,25,15.568002250
1985,2,27,15.732002270
1985,3,1,15.791003010
1985,3,3,15.698003030
1985,3,5,15.706003050
1985,3,7,15.681003070
1985,3,9,15.575003090
1985,3,11,15.614003110
1985,3,13,15.914003130
1985,3,15,16.094003150
1985,3,17,16.163003170
1985,3,19,16.059003190
1985,3,21,16.044003210
1985,3,23,16.063003230
1985,3,25,16.027003250
1985,3,27,16.019003270
1985,3,29,15.957003290
1985,3,31,15.77003310
1985,4,2,15.58004020
1985,4,4,15.576004040
1985,4,6,15.535004060
1985,4,8,15.459004080
1985,4,10,15.445004100
1985,4,12,15.524004120
1985,4,14,15.432004140
1985,4,16,15.511004160
1985,4,18,15.454004180
1985,4,20,15.252004200
1985,4,22,15.226004220
1985,4,24,15.225004240
1985,4,26,15.109004260
1985,4,28,15.065004280
1985,4,30,14.955004300
1985,5,2,14.714005020
1985,5,4,14.655005040
1985,5,6,14.56005060
1985,5,8,14.394005080
1985,5,10,14.32005100
1985,5,12,14.282005120
1985,5,14,14.172005140
1985,5,16,14.077005160
1985,5,18,13.914005180
1985,5,20,13.896005200
1985,5,22,13.868005220
1985,5,24,13.705005240
1985,5,26,13.625005260
1985,5,28,13.58005280
1985,5,30,13.339005300
1985,6,1,13.063006010
1985,6,3,12.935006030
1985,6,5,12.783006050
1985,6,7,12.731006070
1985,6,9,12.674006090
1985,6,11,12.475006110
1985,6,13,12.303006130
1985,6,15,12.217006150
1985,6,17,12.109006170
1985,6,19,11.88006190
1985,6,21,11.81006210
1985,6,23,11.805006230
1985,6,25,11.61006250
1985,6,27,11.498006270
1985,6,29,11.393006290
1985,7,1,11.135007010
1985,7,3,10.926007030
1985,7,5,10.791007050
1985,7,7,10.652007070
1985,7,9,10.382007090
1985,7,11,10.399007110
1985,7,13,10.112007130
1985,7,15,9.839007150
1985,7,17,9.702007170
1985,7,19,9.441007190
1985,7,21,9.213007210
1985,7,23,9.114007230
1985,7,25,8.851007250
1985,7,27,8.656007270
1985,7,29,8.4007290
1985,7,31,8.3007310
1985,8,2,8.152008020
1985,8,4,8.074008040
1985,8,6,7.995008060
1985,8,8,7.754008080
1985,8,10,7.639008100
1985,8,12,7.525008120
