dt,AverageTemperature,AverageTemperatureUncertainty,Country
1828.0301,-28.2,3.177,Greenland
1828.0401,-21.683000000000003,3.2710000000000004,Greenland
1828.0501,-11.423,3.652,Greenland
1828.0601,-3.972,3.346,Greenland
1828.0701,-0.987,3.056,Greenland
1828.0801,-4.090999999999998,3.2880000000000003,Greenland
1828.0901,-12.265,3.497,Greenland
1828.1001,-19.306,3.325,Greenland
1828.1101,-26.243,3.157,Greenland
1828.1201,-28.759,3.929,Greenland
1829.0101,-29.818,3.557,Greenland
1829.0201,-30.603,4.181,Greenland
1829.0301,-27.674,3.571,Greenland
1829.0401,-22.578000000000003,3.0210000000000004,Greenland
1829.0501,-12.378,3.959,Greenland
1829.0601,-5.011,3.222,Greenland
1829.0701,-1.012,2.9560000000000004,Greenland
1829.0801,-4.082,3.355,Greenland
1829.0901,-12.245,3.265,Greenland
1829.1001,-21.198,3.011,Greenland
1829.1101,-27.590999999999998,3.503,Greenland
1829.1201,-29.148000000000003,4.636,Greenland
1830.0101,-28.928,3.633,Greenland
1830.0201,-29.898000000000003,3.137,Greenland
1830.0301,-30.048000000000002,3.044,Greenland
1830.0401,-22.735,3.255,Greenland
1830.0501,-12.072000000000001,3.346,Greenland
1830.0601,-3.783,3.865,Greenland
1830.0701,-1.0739999999999998,3.016,Greenland
1830.0801,-4.564,3.208,Greenland
1830.0901,-12.112,3.358,Greenland
1830.1001,-20.482,3.536,Greenland
1830.1101,-25.645,3.0860000000000003,Greenland
1830.1201,-29.618000000000002,3.074,Greenland
1831.0101,-30.068,3.236,Greenland
1831.0201,-31.934,4.377,Greenland
1831.0301,-28.639,3.88,Greenland
1831.0401,-22.872,2.853,Greenland
1831.0501,-12.963,3.587,Greenland
1831.0601,-3.216,3.44,Greenland
1831.0701,-1.859,2.911,Greenland
1831.0801,-5.800999999999998,3.25,Greenland
1831.0901,-12.98,3.005,Greenland
1831.1001,-21.342,2.968,Greenland
1831.1101,-28.169,4.501,Greenland
1831.1201,-30.248,4.15,Greenland
1832.0101,-29.995,3.06,Greenland
1832.0201,-31.923,3.638,Greenland
1832.0301,-29.871,3.723,Greenland
1832.0401,-22.715999999999998,3.824,Greenland
1832.0501,-13.317,3.232,Greenland
1832.0601,-4.949,3.341,Greenland
1832.0701,-2.3040000000000003,3.432,Greenland
1832.0801,-6.523999999999999,3.286,Greenland
1832.0901,-13.612,3.492,Greenland
1832.1001,-20.691,3.32,Greenland
1832.1101,-26.936999999999998,2.982,Greenland
1832.1201,-30.802,4.237,Greenland
1833.0101,-28.738000000000003,3.706,Greenland
1833.0201,-31.526999999999997,3.028,Greenland
1833.0301,-29.276,3.815,Greenland
1833.0401,-23.092,3.181,Greenland
1833.0501,-12.896999999999998,3.013,Greenland
1833.0601,-4.538,3.112,Greenland
1833.0701,-2.6010000000000004,3.072,Greenland
1833.0801,-5.59,3.1060000000000003,Greenland
1833.0901,-12.216,2.902,Greenland
1833.1001,-21.463,3.114,Greenland
1833.1101,-25.950000000000006,3.018,Greenland
1833.1201,-30.307,3.24,Greenland
1834.0101,-32.266,3.337,Greenland
1834.0201,-31.615,3.326,Greenland
1834.0301,-28.792,3.18,Greenland
1834.0401,-22.866999999999997,3.258,Greenland
1834.0501,-12.722000000000001,2.893,Greenland
1834.0601,-5.398,3.358,Greenland
1834.0701,-2.1180000000000003,2.929,Greenland
1834.0801,-5.5219999999999985,2.931,Greenland
1834.0901,-12.115,3.475,Greenland
1834.1001,-21.351999999999997,2.992,Greenland
1834.1101,-26.666999999999998,3.151,Greenland
1834.1201,-28.281,3.131,Greenland
1835.0101,-31.321,3.876,Greenland
1835.0201,-32.544000000000004,3.322,Greenland
1835.0301,-30.635,3.3760000000000003,Greenland
1835.0401,-23.805,3.36,Greenland
1835.0501,-13.82,2.9530000000000003,Greenland
1835.0601,-5.547000000000001,3.314,Greenland
1835.0701,-2.149,3.372,Greenland
1835.0801,-5.215999999999998,3.193,Greenland
1835.0901,-13.042,3.009,Greenland
1835.1001,-21.83,3.219,Greenland
1835.1101,-27.435,3.277,Greenland
1835.1201,-30.71,3.2910000000000004,Greenland
1836.0101,-31.496,2.946,Greenland
1836.0201,-33.316,3.771,Greenland
1836.0301,-30.079,2.892,Greenland
1836.0401,-24.386999999999997,3.517,Greenland
1836.0501,-13.332999999999998,3.0660000000000003,Greenland
1836.0601,-5.237,2.924,Greenland
1836.0701,-1.665,3.1860000000000004,Greenland
1836.0801,-6.007000000000001,2.924,Greenland
1836.0901,-12.946,3.2910000000000004,Greenland
1836.1001,-21.31,4.347,Greenland
1836.1101,-28.838,3.12,Greenland
1836.1201,-30.522,3.369,Greenland
1837.0101,-30.218000000000004,3.1830000000000003,Greenland
1837.0201,-30.595,3.107,Greenland
1837.0301,-31.19,3.092,Greenland
1837.0401,-24.346,3.042,Greenland
1837.0501,-13.793,2.968,Greenland
1837.0601,-5.303999999999999,3.343,Greenland
1837.0701,-2.144,3.261,Greenland
1837.0801,-4.994,3.039,Greenland
1837.0901,-12.017999999999999,2.905,Greenland
1837.1001,-21.383000000000003,3.25,Greenland
1837.1101,-28.680999999999997,3.845,Greenland
1837.1201,-29.086,4.021,Greenland
1838.0101,-31.558000000000003,3.575,Greenland
1838.0201,-31.339000000000002,3.393,Greenland
1838.0301,-30.214000000000002,2.875,Greenland
1838.0401,-24.019,2.91,Greenland
1838.0501,-13.088,3.252,Greenland
1838.0601,-4.843,3.169,Greenland
1838.0701,-0.851,4.056,Greenland
1838.0801,-4.747999999999998,3.617,Greenland
1838.0901,-12.508,2.853,Greenland
1838.1001,-20.953000000000003,3.748,Greenland
1838.1101,-28.458,3.318,Greenland
1838.1201,-29.839000000000002,3.177,Greenland
1839.0101,-31.878,3.277,Greenland
1839.0201,-31.469,3.801,Greenland
1839.0301,-31.045,3.01,Greenland
1839.0401,-21.857,3.099,Greenland
1839.0501,-13.701,2.759,Greenland
1839.0601,-5.176,2.8960000000000004,Greenland
1839.0701,-1.565,3.452,Greenland
1839.0801,-4.14,3.192,Greenland
1839.0901,-12.228,2.9160000000000004,Greenland
1839.1001,-21.004,2.877,Greenland
1839.1101,-27.875,3.05,Greenland
1839.1201,-31.671,2.9610000000000003,Greenland
1840.0101,-31.706,3.642,Greenland
1840.0201,-30.509,3.209,Greenland
1840.0301,-28.511,3.382,Greenland
1840.0401,-23.441999999999997,3.423,Greenland
1840.0501,-13.064,2.829,Greenland
1840.0601,-4.232,2.931,Greenland
1840.0701,-1.3619999999999999,2.797,Greenland
1840.0801,-5.113,2.799,Greenland
1840.0901,-12.58,2.886,Greenland
1840.1001,-20.693,3.1260000000000003,Greenland
1840.1101,-26.878,3.5780000000000003,Greenland
1840.1201,-28.992,2.9960000000000004,Greenland
1841.0101,-31.686,3.006,Greenland
1841.0201,-30.177,2.9560000000000004,Greenland
1841.0301,-29.802,3.705,Greenland
1841.0401,-23.319000000000006,2.874,Greenland
1841.0501,-12.899000000000001,2.697,Greenland
1841.0601,-4.544,2.807,Greenland
1841.0701,-1.5659999999999998,2.892,Greenland
1841.0801,-5.114,2.9960000000000004,Greenland
1841.0901,-12.163,2.7460000000000004,Greenland
1841.1001,-21.375,2.79,Greenland
1841.1101,-28.565,3.407,Greenland
1841.1201,-31.072,3.383,Greenland
1842.0101,-29.715999999999998,3.159,Greenland
1842.0201,-30.6,2.922,Greenland
1842.0301,-28.183000000000003,3.167,Greenland
1842.0401,-21.671999999999997,2.96,Greenland
1842.0501,-12.305,2.884,Greenland
1842.0601,-5.1579999999999995,2.682,Greenland
1842.0701,-1.5119999999999998,3.0410000000000004,Greenland
1842.0801,-4.425,2.832,Greenland
1842.0901,-12.196,2.822,Greenland
1842.1001,-20.844,2.798,Greenland
1842.1101,-27.886999999999997,2.94,Greenland
1842.1201,-29.16,2.787,Greenland
1843.0101,-31.061,3.812,Greenland
1843.0201,-31.284000000000002,2.8160000000000003,Greenland
1843.0301,-29.614,2.908,Greenland
1843.0401,-22.849,2.901,Greenland
1843.0501,-13.033,2.866,Greenland
1843.0601,-4.984,3.019,Greenland
1843.0701,-1.829,2.718,Greenland
1843.0801,-4.3199999999999985,3.005,Greenland
1843.0901,-12.123,2.6830000000000003,Greenland
1843.1001,-21.708000000000002,2.962,Greenland
1843.1101,-27.336,2.722,Greenland
1843.1201,-29.03,3.144,Greenland
1844.0101,-30.588,2.721,Greenland
1844.0201,-32.504,3.353,Greenland
1844.0301,-29.434,3.1180000000000003,Greenland
1844.0401,-23.226,3.096,Greenland
1844.0501,-13.017000000000001,2.749,Greenland
1844.0601,-4.763,3.222,Greenland
1844.0701,-1.9780000000000002,2.842,Greenland
1844.0801,-4.499,3.233,Greenland
1844.0901,-12.446,2.872,Greenland
1844.1001,-20.768,2.721,Greenland
1844.1101,-27.611,2.81,Greenland
1844.1201,-29.603,3.359,Greenland
1845.0101,-30.511,2.975,Greenland
1845.0201,-31.611,3.274,Greenland
1845.0301,-28.776,2.915,Greenland
1845.0401,-22.011,2.911,Greenland
1845.0501,-12.237,3.143,Greenland
1845.0601,-4.945,2.849,Greenland
1845.0701,-1.442,2.935,Greenland
1845.0801,-4.557,2.75,Greenland
1845.0901,-12.134,2.869,Greenland
1845.1001,-21.12,2.849,Greenland
1845.1101,-27.499,2.826,Greenland
1845.1201,-31.831,3.174,Greenland
1846.0101,-29.562,2.929,Greenland
1846.0201,-30.031999999999996,2.833,Greenland
1846.0301,-28.606,2.979,Greenland
1846.0401,-23.125,2.857,Greenland
1846.0501,-12.376,3.099,Greenland
1846.0601,-3.552,2.902,Greenland
1846.0701,-1.068,3.006,Greenland
1846.0801,-3.984,2.7960000000000003,Greenland
1846.0901,-11.65,2.932,Greenland
1846.1001,-21.14,2.897,Greenland
1846.1101,-26.013,3.161,Greenland
1846.1201,-29.112,2.765,Greenland
1847.0101,-28.357,5.509,Greenland
1847.0201,-29.696,2.951,Greenland
1847.0301,-28.672,4.132,Greenland
1847.0401,-22.743,2.777,Greenland
1847.0501,-12.907,2.914,Greenland
1847.0601,-4.434,3.019,Greenland
1847.0701,-1.1959999999999995,3.0380000000000003,Greenland
1847.0801,-4.689,2.946,Greenland
1847.0901,-12.354,2.903,Greenland
1847.1001,-20.208,2.903,Greenland
1847.1101,-27.426,3.276,Greenland
1847.1201,-31.103,3.167,Greenland
1848.0101,-31.391,2.833,Greenland
1848.0201,-31.925,3.698,Greenland
1848.0301,-29.296,2.767,Greenland
1848.0401,-23.509,3.036,Greenland
1848.0501,-13.646999999999998,2.904,Greenland
1848.0601,-5.461,2.955,Greenland
1848.0701,-2.188,3.088,Greenland
1848.0801,-5.029,2.874,Greenland
1848.0901,-12.584000000000001,2.8680000000000003,Greenland
1848.1001,-20.454,2.965,Greenland
1848.1101,-27.89,2.775,Greenland
1848.1201,-30.504,2.978,Greenland
1849.0101,-31.252,3.053,Greenland
1849.0201,-32.104,3.323,Greenland
1849.0301,-29.196,3.28,Greenland
1849.0401,-23.689,2.779,Greenland
1849.0501,-13.374,2.745,Greenland
1849.0601,-5.11,2.877,Greenland
1849.0701,-1.068,2.74,Greenland
1849.0801,-4.541,2.832,Greenland
1849.0901,-12.067,2.8760000000000003,Greenland
1849.1001,-20.54,2.833,Greenland
1849.1101,-26.425,2.827,Greenland
1849.1201,-29.754,3.2030000000000003,Greenland
1850.0101,-30.881,2.821,Greenland
1850.0201,-31.321,3.139,Greenland
1850.0301,-29.236,3.359,Greenland
1850.0401,-22.579,3.119,Greenland
1850.0501,-13.882,2.745,Greenland
1850.0601,-5.54,2.877,Greenland
1850.0701,-2.155,2.83,Greenland
1850.0801,-5.539999999999999,3.031,Greenland
1850.0901,-11.76,2.847,Greenland
1850.1001,-20.939,2.82,Greenland
1850.1101,-27.061,3.149,Greenland
1850.1201,-29.238000000000003,3.37,Greenland
1851.0101,-29.691,2.855,Greenland
1851.0201,-30.719,2.753,Greenland
1851.0301,-29.348000000000003,2.987,Greenland
1851.0401,-22.897,3.0610000000000004,Greenland
1851.0501,-12.421,2.76,Greenland
1851.0601,-5.247999999999999,3.0460000000000003,Greenland
1851.0701,-1.617,2.903,Greenland
1851.0801,-5.260999999999999,2.99,Greenland
1851.0901,-11.828,2.778,Greenland
1851.1001,-20.118,2.9930000000000003,Greenland
1851.1101,-26.701,3.438,Greenland
1851.1201,-28.307,3.81,Greenland
1852.0101,-31.017,3.377,Greenland
1852.0201,-30.871,2.805,Greenland
1852.0301,-28.958000000000002,3.555,Greenland
1852.0401,-21.5,3.29,Greenland
1852.0501,-11.861,2.773,Greenland
1852.0601,-4.383,2.722,Greenland
1852.0701,-1.8980000000000001,2.96,Greenland
1852.0801,-5.116999999999999,3.087,Greenland
1852.0901,-11.958,2.813,Greenland
1852.1001,-20.01,2.873,Greenland
1852.1101,-27.846,2.861,Greenland
1852.1201,-31.013,3.1,Greenland
1853.0101,-32.228,3.338,Greenland
1853.0201,-32.327,2.9210000000000003,Greenland
1853.0301,-29.276,3.039,Greenland
1853.0401,-22.967,3.019,Greenland
1853.0501,-12.545,2.777,Greenland
1853.0601,-4.396,2.823,Greenland
1853.0701,-1.22,2.79,Greenland
1853.0801,-4.260999999999999,2.7510000000000003,Greenland
1853.0901,-11.465,2.735,Greenland
1853.1001,-21.178,3.0580000000000003,Greenland
1853.1101,-27.116999999999997,3.072,Greenland
1853.1201,-28.926,2.998,Greenland
1854.0101,-30.928,2.949,Greenland
1854.0201,-32.021,2.904,Greenland
1854.0301,-28.441,2.824,Greenland
1854.0401,-23.066,2.761,Greenland
1854.0501,-13.296,3.082,Greenland
1854.0601,-4.605,2.792,Greenland
1854.0701,-1.0659999999999998,2.88,Greenland
1854.0801,-4.4609999999999985,2.8480000000000003,Greenland
1854.0901,-12.117,2.739,Greenland
1854.1001,-20.558000000000003,3.08,Greenland
1854.1101,-26.619,2.843,Greenland
1854.1201,-30.862,3.818,Greenland
1855.0101,-30.287,3.135,Greenland
1855.0201,-31.726,4.5,Greenland
1855.0301,-29.897,2.974,Greenland
1855.0401,-21.901,3.055,Greenland
1855.0501,-12.467,2.861,Greenland
1855.0601,-4.607,2.795,Greenland
1855.0701,-1.7590000000000001,2.783,Greenland
1855.0801,-4.9529999999999985,2.769,Greenland
1855.0901,-12.29,2.725,Greenland
1855.1001,-22.386999999999997,2.948,Greenland
1855.1101,-26.439,2.927,Greenland
1855.1201,-30.742,2.962,Greenland
1856.0101,-31.99,3.831,Greenland
1856.0201,-31.148000000000003,2.878,Greenland
1856.0301,-28.19,4.082,Greenland
1856.0401,-21.738000000000003,3.137,Greenland
1856.0501,-12.303999999999998,3.092,Greenland
1856.0601,-3.7510000000000003,2.797,Greenland
1856.0701,-1.7480000000000002,2.7310000000000003,Greenland
1856.0801,-4.699999999999998,3.313,Greenland
1856.0901,-12.342,2.861,Greenland
1856.1001,-20.154,3.61,Greenland
1856.1101,-27.463,2.82,Greenland
1856.1201,-31.514,3.249,Greenland
1857.0101,-32.172,3.119,Greenland
1857.0201,-32.032,2.995,Greenland
1857.0301,-29.081,2.9330000000000003,Greenland
1857.0401,-23.406,2.917,Greenland
1857.0501,-12.384,3.422,Greenland
1857.0601,-5.39,2.889,Greenland
1857.0701,-1.969,2.853,Greenland
1857.0801,-4.744,3.113,Greenland
1857.0901,-11.65,3.365,Greenland
1857.1001,-20.955,2.824,Greenland
1857.1101,-25.71,2.962,Greenland
1857.1201,-30.585,3.31,Greenland
1858.0101,-30.863000000000003,3.013,Greenland
1858.0201,-30.071,3.422,Greenland
1858.0301,-29.411,2.857,Greenland
1858.0401,-21.9,2.925,Greenland
1858.0501,-13.095,3.049,Greenland
1858.0601,-5.604,2.823,Greenland
1858.0701,-2.0380000000000003,2.845,Greenland
1858.0801,-4.856999999999998,2.965,Greenland
1858.0901,-12.189,2.766,Greenland
1858.1001,-21.127,2.915,Greenland
1858.1101,-26.186999999999998,3.3160000000000003,Greenland
1858.1201,-29.786,3.125,Greenland
1859.0101,-31.715,3.247,Greenland
1859.0201,-32.914,3.386,Greenland
1859.0301,-29.759,3.5580000000000003,Greenland
1859.0401,-22.607,3.299,Greenland
1859.0501,-12.425999999999998,2.849,Greenland
1859.0601,-4.8180000000000005,2.9730000000000003,Greenland
1859.0701,-2.138,3.287,Greenland
1859.0801,-5.052,2.7260000000000004,Greenland
1859.0901,-11.959000000000001,2.765,Greenland
1859.1001,-21.12,2.93,Greenland
1859.1101,-27.26,2.793,Greenland
1859.1201,-31.363000000000003,3.488,Greenland
1860.0101,-31.318,2.96,Greenland
1860.0201,-31.065,2.881,Greenland
1860.0301,-31.265,3.423,Greenland
1860.0401,-22.134,3.112,Greenland
1860.0501,-13.711,3.114,Greenland
1860.0601,-4.846,2.804,Greenland
1860.0701,-1.3869999999999998,3.111,Greenland
1860.0801,-4.093,2.7710000000000004,Greenland
1860.0901,-11.687,2.76,Greenland
1860.1001,-21.005,2.906,Greenland
1860.1101,-26.605999999999998,3.172,Greenland
1860.1201,-30.691,3.088,Greenland
1861.0101,-30.517,3.273,Greenland
1861.0201,-31.388,3.079,Greenland
1861.0301,-30.02,2.863,Greenland
1861.0401,-21.485,3.819,Greenland
1861.0501,-12.525,3.043,Greenland
1861.0601,-4.245,3.272,Greenland
1861.0701,-1.5030000000000001,2.739,Greenland
1861.0801,-4.757,2.761,Greenland
1861.0901,-11.392999999999999,2.85,Greenland
1861.1001,-20.536,2.749,Greenland
1861.1101,-27.971999999999998,2.998,Greenland
1861.1201,-29.351999999999997,4.137,Greenland
1862.0101,-30.884,3.344,Greenland
1862.0201,-30.645,4.228,Greenland
1862.0301,-30.372,2.753,Greenland
1862.0401,-24.156,3.33,Greenland
1862.0501,-12.254000000000001,3.4410000000000003,Greenland
1862.0601,-4.769,2.833,Greenland
1862.0701,-2.45,2.9960000000000004,Greenland
1862.0801,-4.8889999999999985,3.0980000000000003,Greenland
1862.0901,-12.259,3.02,Greenland
1862.1001,-20.73,3.025,Greenland
1862.1101,-27.598000000000006,2.926,Greenland
1862.1201,-31.001,2.979,Greenland
1863.0101,-31.011999999999997,3.017,Greenland
1863.0201,-31.303,3.463,Greenland
1863.0301,-29.318,2.866,Greenland
1863.0401,-22.570999999999998,2.934,Greenland
1863.0501,-13.291,2.929,Greenland
1863.0601,-5.122000000000001,3.212,Greenland
1863.0701,-1.98,2.929,Greenland
1863.0801,-5.151999999999999,2.899,Greenland
1863.0901,-12.168,2.869,Greenland
1863.1001,-21.496,2.991,Greenland
1863.1101,-28.059,3.1460000000000004,Greenland
1863.1201,-31.589000000000002,3.35,Greenland
1864.0101,-30.161,3.175,Greenland
1864.0201,-31.024,3.4360000000000004,Greenland
1864.0301,-30.259,2.835,Greenland
1864.0401,-21.869,2.968,Greenland
1864.0501,-11.866,3.014,Greenland
1864.0601,-4.503,2.8360000000000003,Greenland
1864.0701,-1.735,2.819,Greenland
1864.0801,-4.533,2.898,Greenland
1864.0901,-11.753,2.944,Greenland
1864.1001,-20.266,2.9610000000000003,Greenland
1864.1101,-26.232000000000006,3.798,Greenland
1864.1201,-29.848000000000003,3.024,Greenland
1865.0101,-32.128,4.025,Greenland
1865.0201,-31.82,2.9810000000000003,Greenland
1865.0301,-29.616,2.9,Greenland
1865.0401,-23.706,2.824,Greenland
1865.0501,-13.436,2.85,Greenland
1865.0601,-4.814,2.873,Greenland
1865.0701,-2.121,2.8310000000000004,Greenland
1865.0801,-4.369999999999999,2.809,Greenland
1865.0901,-12.357,2.817,Greenland
1865.1001,-21.043000000000003,2.7910000000000004,Greenland
1865.1101,-27.12,2.944,Greenland
1865.1201,-29.595,2.797,Greenland
1866.0101,-35.239000000000004,3.104,Greenland
1866.0201,-33.467,2.89,Greenland
1866.0301,-30.163,3.656,Greenland
1866.0401,-23.151,2.029,Greenland
1866.0501,-12.877,2.564,Greenland
1866.0601,-5.559,2.128,Greenland
1866.0701,-2.338,1.946,Greenland
1866.0801,-5.499,2.363,Greenland
1866.0901,-12.95,2.158,Greenland
1866.1001,-22.008000000000003,2.31,Greenland
1866.1101,-28.846,2.157,Greenland
1866.1201,-32.938,3.227,Greenland
1867.0101,-28.937,4.056,Greenland
1867.0201,-33.114000000000004,2.491,Greenland
1867.0301,-29.423000000000002,2.415,Greenland
1867.0401,-23.601999999999997,2.205,Greenland
1867.0501,-12.607000000000001,2.127,Greenland
1867.0601,-5.555,2.048,Greenland
1867.0701,-1.624,2.486,Greenland
1867.0801,-4.771,2.082,Greenland
1867.0901,-11.875,2.006,Greenland
1867.1001,-20.996,2.029,Greenland
1867.1101,-24.607,2.792,Greenland
1867.1201,-28.154,2.8510000000000004,Greenland
1868.0101,-30.179000000000002,2.195,Greenland
1868.0201,-37.658,6.1110000000000015,Greenland
1868.0301,-32.782,3.346,Greenland
1868.0401,-22.22,2.219,Greenland
1868.0501,-12.837,2.35,Greenland
1868.0601,-6.3,2.337,Greenland
1868.0701,-3.673,2.495,Greenland
1868.0801,-5.600999999999999,2.009,Greenland
1868.0901,-11.755,2.033,Greenland
1868.1001,-22.111,2.344,Greenland
1868.1101,-26.583,2.219,Greenland
1868.1201,-30.167,2.151,Greenland
1869.0101,-31.566999999999997,3.157,Greenland
1869.0201,-32.821,2.309,Greenland
1869.0301,-27.632,3.747,Greenland
1869.0401,-24.754,2.32,Greenland
1869.0501,-11.948,2.24,Greenland
1869.0601,-4.97,2.64,Greenland
1869.0701,-2.9819999999999998,2.149,Greenland
1869.0801,-5.738,2.292,Greenland
1869.0901,-12.458,2.062,Greenland
1869.1001,-19.358,2.201,Greenland
1869.1101,-28.489,2.5580000000000003,Greenland
1869.1201,-31.404,1.951,Greenland
1870.0101,-30.068,2.181,Greenland
1870.0201,-29.471999999999998,2.106,Greenland
1870.0301,-31.722,3.92,Greenland
1870.0401,-25.646,3.423,Greenland
1870.0501,-13.232000000000001,2.692,Greenland
1870.0601,-5.3100000000000005,2.134,Greenland
1870.0701,-2.5669999999999997,2.142,Greenland
1870.0801,-3.937,2.016,Greenland
1870.0901,-13.023,2.492,Greenland
1870.1001,-20.761,2.185,Greenland
1870.1101,-23.880000000000006,3.321,Greenland
1870.1201,-26.257,4.166,Greenland
1871.0101,-30.65,1.995,Greenland
1871.0201,-28.264,3.844,Greenland
1871.0301,-33.5,4.192,Greenland
1871.0401,-22.266,2.011,Greenland
1871.0501,-12.005,2.001,Greenland
1871.0601,-3.475,2.12,Greenland
1871.0701,-2.14,1.997,Greenland
1871.0801,-5.3679999999999986,2.072,Greenland
1871.0901,-11.987,2.136,Greenland
1871.1001,-19.736,1.94,Greenland
1871.1101,-24.81,2.7460000000000004,Greenland
1871.1201,-27.402,3.553,Greenland
1872.0101,-29.322,4.066,Greenland
1872.0201,-26.244,5.059,Greenland
1872.0301,-26.985,3.349,Greenland
1872.0401,-20.908,3.656,Greenland
1872.0501,-12.412999999999998,2.062,Greenland
1872.0601,-4.315,1.857,Greenland
1872.0701,-1.3489999999999998,2.256,Greenland
1872.0801,-3.826,2.263,Greenland
1872.0901,-10.904000000000002,1.903,Greenland
1872.1001,-20.193,1.88,Greenland
1872.1101,-27.246,1.899,Greenland
1872.1201,-29.208000000000002,3.75,Greenland
1873.0101,-32.385,2.289,Greenland
1873.0201,-27.943,4.085,Greenland
1873.0301,-29.522,2.638,Greenland
1873.0401,-22.085,2.4290000000000003,Greenland
1873.0501,-11.446,2.014,Greenland
1873.0601,-5.606,2.34,Greenland
1873.0701,-1.3459999999999999,1.954,Greenland
1873.0801,-4.720999999999999,1.991,Greenland
1873.0901,-12.193,1.547,Greenland
1873.1001,-21.832,1.7009999999999998,Greenland
1873.1101,-26.683000000000003,1.763,Greenland
1873.1201,-31.723000000000003,1.986,Greenland
1874.0101,-37.413000000000004,3.883,Greenland
1874.0201,-29.594,1.78,Greenland
1874.0301,-28.966,2.675,Greenland
1874.0401,-21.787,2.905,Greenland
1874.0501,-10.7,3.287,Greenland
1874.0601,-4.662,2.178,Greenland
1874.0701,-2.1390000000000002,2.018,Greenland
1874.0801,-4.707999999999998,1.953,Greenland
1874.0901,-12.350999999999999,1.6469999999999998,Greenland
1874.1001,-22.502,2.431,Greenland
1874.1101,-26.27,1.651,Greenland
1874.1201,-26.468000000000004,2.009,Greenland
1875.0101,-28.337,2.289,Greenland
1875.0201,-28.674,2.665,Greenland
1875.0301,-31.396,3.131,Greenland
1875.0401,-21.76,3.131,Greenland
1875.0501,-14.838,2.456,Greenland
1875.0601,-6.402,1.778,Greenland
1875.0701,-2.24,1.746,Greenland
1875.0801,-5.595,1.711,Greenland
1875.0901,-12.004,1.827,Greenland
1875.1001,-19.524,2.275,Greenland
1875.1101,-24.55,1.843,Greenland
1875.1201,-27.735,2.549,Greenland
1876.0101,-31.973000000000003,3.945,Greenland
1876.0201,-30.024,2.27,Greenland
1876.0301,-29.679000000000002,2.669,Greenland
1876.0401,-24.412,2.022,Greenland
1876.0501,-13.185,2.198,Greenland
1876.0601,-5.492000000000001,1.803,Greenland
1876.0701,-2.603,1.736,Greenland
1876.0801,-5.48,2.122,Greenland
1876.0901,-10.325,1.66,Greenland
1876.1001,-20.612,2.232,Greenland
1876.1101,-26.276999999999997,1.858,Greenland
